# iter   OP_error_   E_class   E_quant    mu_   Total_Particles   OPs_.total_Den
0   1.37664309134223   -7586.61731012447   2938.33462344981    3.66752580153356   8894   4619.01075686559
1   0.514624772495705   -5725.88102615202   3460.85184390957    2.79624251799643   8894   7184.00433110112
2   0.127337565434911   -3657.93616460392   733.721721460993    2.36843984625062   8894   8543.41926513234
3   0.0227447367399706   -2367.7809275677   -663.501093827571    2.17986471406478   8894   8906.83825401001
4   0.00238482543856076   -1963.25555162278   -1074.07387498044    2.12804502046527   8894   8891.78625856648
5   0.00103448743586122   -1942.31046531614   -1095.0497167016    2.12548295512865   8894   8892.92724196908
6   0.000595281510807329   -1939.63463957989   -1097.72805935041    2.12514626576315   8894   8893.42408809773
7   0.000337089294074061   -1938.56865246461   -1098.79481300054    2.12501129576061   8894   8893.67413837573
8   0.000185991557841116   -1937.81386164544   -1099.54963044899    2.12491771506768   8894   8893.81746066583
9   0.000101734816422145   -1937.37164762059   -1099.9919196337    2.12486296543901   8894   8893.89886620245
10   5.55530812313822e-05   -1937.12982278029   -1100.23374882734    2.12483299679757   8894   8893.9442846688
11   3.03378556939684e-05   -1936.99934817104   -1100.3642543886    2.12481660801489   8894   8893.96942605059
12   1.65665286182401e-05   -1936.92893774703   -1100.43497814923    2.12480658556213   8894   8893.9832583594
13   9.06738751710577e-06   -1936.89094159331   -1100.47281972495    2.12480239078842   8894   8893.99073417021
14   4.95001088441461e-06   -1936.87000418672   -1100.49387793373    2.1247992909137   8894   8893.99494895542
15   2.52307736202969e-06   -1936.85838590834   -1100.50521211046    2.12479890064726   8894   8893.99757745018
16   8.35314663215085e-07   -1936.84148710407   -1100.5221027062    2.12479683689571   8894   8893.99965057787
