# iter   OP_error_   E_class   E_quant    mu_   Total_Particles   OPs_.total_Den
0   1.08724013995878   -14898.3219827183   18794.1745888067    211.419879202188   120   135.797023809384
1   0.424047122008228   -6896.04810561061   7510.25120004297    84.767820772858   120   126.318752931128
2   0.492735315281536   -128.960330945342   62.8980294400507    3.18497369505106   120   120.108445283258
3   0.416017285251773   -20.9341890362265   -50.8173216156245    2.19221679507409   120   120.017423528277
4   0.326421499579443   -5.51720618304788   -66.9415485302128    2.0531100202704   120   120.004576393246
5   0.257083155081198   -1.81896057827186   -70.7758801659534    2.0207067895129   120   120.001479886894
6   0.206234415389625   -0.76808155101595   -71.8579887255331    2.01164424509739   120   120.000601024535
7   0.073934140591401   -0.178795254337917   -72.4612377005445    2.00660770385166   120   120.000061481052
8   0.0208617763588666   0.00315226148513964   -72.6443423386884    2.00508150605038   120   119.99991831956
9   0.00717325238854771   0.000122639551973297   -72.6410385205028    2.00510750180092   120   119.99992103132
10   0.00481482797600589   0.00970687299112695   -72.650622799625    2.00502767431943   120   119.999995486212
11   0.00571405472019934   0.00313364744789459   -72.644247344149    2.00508189641407   120   120.000030775226
12   0.00532631660897261   -0.00631759568127219   -72.6346751678183    2.0051609423345   120   119.999991156401
13   0.00420996268068431   0.00188943812741178   -72.6429345205249    2.00509243899319   120   120.000003147154
14   0.00298050414323742   -0.00156824869960399   -72.6396081158334    2.00512089492867   120   119.999995318113
15   0.000131347998524857   -0.00782679304414928   -72.6330873016865    2.00517375179832   120   119.999956902481
16   8.42012164020309e-05   0.0948950292418435   -72.7357317537258    2.00431808283416   120   119.999935676968
17   8.81233537260244e-05   0.0155666345649795   -72.6564824216925    2.00497880706574   120   120.000046002622
18   3.72479966644569e-06   0.000619203429631231   -72.6417720208088    2.00510273177639   120   120.000053538486
19   1.07448518718241e-06   0.000160895601523886   -72.6412996277254    2.00510658856049   120   119.999980505042
20   1.82134421960222e-06   6.1845420237835e-05   -72.6409096794475    2.00510818970805   120   119.999955433407
21   1.53555824312543e-07   2.41184757118412e-05   -72.6409666914423    2.00510825146006   120   120.000032670516
22   2.12749458120311e-07   9.72574975319995e-06   -72.6409850605599    2.00510828403415   120   120.000035141217
23   5.16915770503026e-07   3.91396209904391e-06   -72.6410418064553    2.0051081656451   120   120.000026301456
24   1.03414323027152e-06   1.57785319243834e-06   -72.6411586358446    2.00510786733973   120   120.000003998296
25   5.35980545787035e-07   6.40223646216184e-07   -72.6410209543684    2.0051082398018   120   119.999959327357
26   1.01232785597522e-06   2.56730440831584e-07   -72.6409056676016    2.0051085494074   120   119.999982482122
27   6.01120040080526e-07   1.02707254097561e-07   -72.6410503847934    2.0051081643667   120   120.000026215001
28   1.37951041658615e-06   4.15271766098156e-08   -72.640817049594    2.005108786944   120   120.000000246807
29   1.0091715427514e-07   1.66108788931473e-08   -72.6408819524194    2.00510861400907   120   120.000059841715
30   1.91959840472949e-07   6.64435179860216e-09   -72.6408601130602    2.0051086723044   120   120.000064201356
31   2.16010276521809e-06   2.65774090309374e-09   -72.6411822207576    2.00510781337342   120   120.00007249403
32   9.37591962351443e-07   1.06309553453241e-09   -72.6409227840012    2.00510850521213   120   119.999979177594
33   7.40110401330052e-07   4.25238357344456e-10   -72.6410833645584    2.00510807700055   120   120.000019681569
34   1.11615544562848e-06   1.70095297617532e-10   -72.6408800075598    2.00510861928857   120   119.9999877088
35   4.00055021445893e-07   6.80381463857992e-11   -72.6410019059346    2.00510829422519   120   120.000035926716
36   7.61831725648854e-07   2.72152546347812e-11   -72.6410885664928    2.00510806313105   120   120.000018644339
37   1.07479718342022e-06   1.08860988682963e-11   -72.6408899141746    2.00510859287161   120   119.999985733208
38   4.78812520632326e-07   4.35444123216879e-12   -72.641020771489    2.00510824391739   120   120.000032164447
39   9.11811308845768e-07   1.7417761926332e-12   -72.6411244927136    2.00510796732851   120   120.000011479746
40   7.89193743466754e-07   6.9671024835664e-13   -72.6409583284818    2.00510841043239   120   119.999972089497
41   1.02269740426264e-06   2.78684178519543e-13   -72.6411510544674    2.00510789649775   120   120.000006182667
42   5.78034104081748e-07   1.11473630366439e-13   -72.6410089101857    2.00510827554756   120   119.999962002139
43   1.10075378784158e-06   4.45894614252991e-14   -72.6408836964047    2.00510860945253   120   119.999986973212
44   4.29382550237722e-07   1.78357916379311e-14   -72.64100893091    2.0051082754923   120   120.000034525776
45   8.17680139819643e-07   7.13431555236636e-15   -72.6411019444154    2.00510802745693   120   120.000015976449
46   9.68446462190631e-07   2.85372538090997e-15   -72.6409153897487    2.00510852493629   120   119.999980652668
47   6.81339256347613e-07   1.14149055033401e-15   -72.6410692851178    2.00510811454799   120   120.000022489555
48   1.2280774364104e-06   4.56596108138729e-16   -72.6408531968258    2.00510869078554   120   119.999993055699
49   1.86917561262323e-07   1.82638524001391e-16   -72.6409508502149    2.00510843037452   120   120.000046108644
50   3.55948555907926e-07   7.30554046846361e-17   -72.6409913403554    2.00510832240049   120   120.000038033806
51   6.77837683760174e-07   2.92221581292846e-17   -72.6410684463451    2.00510811678471   120   120.000022656828
52   1.23474538749058e-06   1.16888603993796e-17   -72.6408515995586    2.00510869504497   120   119.99999337424
