# iter   OP_error_   E_class   E_quant    mu_   Total_Particles   OPs_.total_Den
0   0.676981674745715   -1644.81073224706   2548.19186300442    31.8016482358276   120   121.683722620136
1   0.0958505749948011   -1489.495147517   3053.20501636801    31.3568038049408   120   120.673491277188
2   0.0465002901334489   -1535.67620691498   3133.11401583762    31.5647702739071   120   120.308747864474
3   0.0296814885903797   -1612.4811928596   3260.63743584315    31.7033495274747   120   119.954261041611
4   0.0190407081007616   -1669.90350156075   3353.4275525478    31.8767476170845   120   119.933923500824
5   0.0138402068266328   -1705.63396285598   3410.52097778422    31.9928064206499   120   119.989527749998
6   0.0105259674266414   -1728.49366532203   3447.32404325986    32.0668116597316   120   120.021863552673
7   0.00848158454101313   -1740.62272368048   3466.67082704334    32.1049016156658   120   120.036560288842
8   0.00720186115354853   -1742.78213140072   3469.48065997384    32.1091679128313   120   120.0325909151
9   0.00600350276707146   -1740.42244313576   3464.57735836539    32.0990542153977   120   120.023709878984
10   0.0047400223870769   -1735.17283084563   3454.67219041081    32.0802928867622   120   120.014180579209
11   0.00357770315322804   -1727.88542566558   3441.37521131564    32.0553944270746   120   120.003702205453
12   0.00240507942344121   -1720.44494316994   3427.71714398655    32.0316278909351   120   120.000128632504
13   0.0013087023630929   -1713.01396046662   3414.1278248831    32.0084801223147   120   119.999107346653
14   0.000451633866362393   -1705.67297871447   3400.78464460381    31.985847419353   120   119.998875470851
15   0.000166846656875544   -1702.78180992379   3395.51863966715    31.9770405536092   120   119.999476495531
16   8.4616397549593e-05   -1701.76505964884   3393.69123346155    31.9738658638722   120   119.999125822103
17   6.17285098941097e-05   -1701.46029974853   3393.12188734926    31.9729442629248   120   119.999476734875
18   5.30175011420463e-05   -1701.3484050723   3392.91312074227    31.9726370925845   120   119.999653154316
19   4.72940062688891e-05   -1701.31791099399   3392.85939342969    31.972637175011   120   119.999782888383
20   4.24355983691016e-05   -1701.31732760041   3392.84945133091    31.9726371990885   120   119.999951711829
21   3.81743001436697e-05   -1701.3230273631   3392.85689274641    31.9726371896512   120   119.99997578295
22   3.42873138860009e-05   -1701.33312858479   3392.87828691097    31.9726884030172   120   119.999951529472
23   3.08124419361356e-05   -1701.34572473167   3392.90069444081    31.9727396184789   120   119.999979886945
24   2.77492524708247e-05   -1701.35605864757   3392.91544743339    31.972739598882   120   120.000000240709
25   2.49006878934615e-05   -1701.3636293785   3392.93408106052    31.9727908149753   120   119.999955135401
26   2.23689655119174e-05   -1701.37216155219   3392.94977173671    31.9728420405922   120   119.999992613979
27   2.01454718769253e-05   -1701.38003095693   3392.95971537806    31.9728420291136   120   120.000032269657
28   1.81199453354985e-05   -1701.38530950367   3392.96955073458    31.9728420131258   120   119.999999695911
29   1.63004803134499e-05   -1701.39016665113   3392.97841431733    31.9728419989166   120   119.999973215738
30   1.46635726090238e-05   -1701.39452380796   3392.98638382142    31.972841986132   120   119.999949122368
31   1.31626502891774e-05   -1701.39844346476   3392.99816641472    31.9728932135008   120   119.999927482388
32   1.18157063856287e-05   -1701.40473846391   3393.00944281172    31.9729444466288   120   119.999983396067
33   1.06318400008106e-05   -1701.41025271004   3393.01515884476    31.9729444419252   120   120.000034603869
34   9.55907063455629e-06   -1701.41258497477   3393.01985838105    31.972944433959   120   120.000013605295
35   8.59982097294356e-06   -1701.41494389544   3393.0241291044    31.9729444271695   120   120.000001388186
36   7.73638223467071e-06   -1701.41703955677   3393.0279659366    31.9729444210286   120   119.999989736808
37   6.95970018056677e-06   -1701.41892703736   3393.03141736372    31.9729444155112   120   119.999979323293
38   6.26100203130946e-06   -1701.42062445572   3393.03452170357    31.9729444105499   120   119.999969950478
39   5.63246004588486e-06   -1701.42215122557   3393.03731393446    31.972944406089   120   119.999961520806
40   5.06702705286686e-06   -1701.42352449231   3393.03982545639    31.9729444020777   120   119.999953938634
41   4.55836477046381e-06   -1701.42475970393   3393.04208451029    31.9729443984706   120   119.99994711875
42   4.10077179185561e-06   -1701.42587074872   3393.04411649159    31.9729443952268   120   119.999940984451
43   3.6891195858076e-06   -1701.4268701162   3393.04594423812    31.9729443923097   120   119.999935466772
44   3.31879487444413e-06   -1701.42776903808   3393.04758828826    31.9729443896863   120   119.99993050369
45   2.98564782269479e-06   -1701.42857761526   3393.049067113    31.972944387327   120   119.999926039434
46   2.6859454461361e-06   -1701.42930493188   3393.05039732434    31.9729443852051   120   119.999922023841
47   2.41632970963098e-06   -1701.42995915788   3393.05159386275    31.9729443832966   120   119.9999184118
48   2.17377984278246e-06   -1701.43054764115   3393.05267016565    31.9729443815802   120   119.999915162741
49   1.95557844768234e-06   -1701.43107699035   3393.05363831874    31.9729443800364   120   119.999912240172
50   1.75928101680955e-06   -1701.43155314941   3393.05450919225    31.9729443786479   120   119.999909611276
51   1.58268851621221e-06   -1701.43198146443   3393.0552925632    31.972944377399   120   119.999907246533
52   1.42382272404464e-06   -1701.43236674394   3393.05599722554    31.9729443762757   120   119.999905119395
53   1.28090405250003e-06   -1701.43271331292   3393.05663108907    31.9729443752653   120   119.999903205982
54   1.65242071297001e-06   -1701.43302506156   3393.06181632146    31.9729956132136   120   119.999901484816
55   1.50431442328053e-06   -1701.43607545679   3393.06715929165    31.9730468558503   120   119.999975315716
56   9.18295307448742e-07   -1701.43867158264   3393.06753883845    31.9730468596936   120   120.000042636563
57   8.20924954167253e-07   -1701.43837929968   3393.06743875787    31.9730468594103   120   120.000036129064
58   7.38397319541122e-07   -1701.43837771294   3393.06739263611    31.9730468595275   120   120.000036945531
59   6.64289744347442e-07   -1701.43835029099   3393.06734677628    31.973046859596   120   120.000037016583
60   5.97613932499062e-07   -1701.43832820692   3393.06730595441    31.9730468596613   120   120.00003714649
61   5.37631188964117e-07   -1701.43830808262   3393.06726918744    31.9730468597197   120   120.000037256794
62   4.83668913760716e-07   -1701.4382900042   3393.06723611606    31.9730468597723   120   120.000037356679
63   4.35122895303169e-07   -1701.43827373825   3393.06720636466    31.9730468598196   120   120.00003744647
64   3.91449485429647e-07   -1701.43825910571   3393.06717960057    31.9730468598622   120   120.000037527253
65   3.5215961006716e-07   -1701.43824594237   3393.06715552389    31.9730468599005   120   120.000037599924
66   3.16813286387253e-07   -1701.43823410079   3393.0671338649    31.9730468599349   120   120.000037665298
67   2.85014694232282e-07   -1701.43822344829   3393.06711438088    31.973046859966   120   120.000037724108
68   2.56407743023654e-07   -1701.43821386552   3393.0670968535    31.9730468599939   120   120.000037777013
69   2.30672083991383e-07   -1701.43820524508   3393.06708108632    31.973046860019   120   120.000037824604
70   2.07519521861131e-07   -1701.43819749035   3393.0670669026    31.9730468600415   120   120.000037867416
71   1.86690789388129e-07   -1701.43819051442   3393.06705414336    31.9730468600618   120   120.00003790593
72   1.67952641357059e-07   -1701.4381842391   3393.06704266557    31.9730468600801   120   120.000037940574
73   1.5109524546922e-07   -1701.43817859402   3393.06703234055    31.9730468600965   120   120.00003797174
74   1.35929827962707e-07   -1701.4381735159   3393.06702305253    31.9730468601113   120   120.000037999775
75   1.2228656587188e-07   -1701.43816894781   3393.06701469739    31.9730468601246   120   120.000038024995
76   1.10012677729963e-07   -1701.43816483854   3393.06700718143    31.9730468601366   120   120.000038047682
77   9.8970720348154e-08   -1701.438161142   3393.06700042038    31.9730468601474   120   120.00003806809
