# iter   OP_error_   E_class   E_quant    mu_   Total_Particles   OPs_.total_Den
0   0.710948426400339   -15173.2346202489   15833.8674199148    8.88737778859921   5046   4619.01075686559
1   0.295624267521672   -12046.1748724298   16666.8301149862    9.60521905908957   5046   4875.20433964177
2   0.166171097904815   -7479.58052616514   10428.2987634578    9.68067839175393   5046   4969.73513994227
3   0.00964111396631421   -1243.96989764741   3504.05543418112    9.73902628914718   5046   5054.16319739214
4   0.0055277392578293   -1521.38988703447   3782.35318518856    9.73891772239319   5046   5045.61328612014
5   0.0011749487318291   -1376.31862782545   3636.7004416495    9.7403038728354   5046   5045.99750524938
6   0.000567142551586983   -1332.65809541078   3593.02231271683    9.7407308428861   5046   5046.06494165442
7   0.000592731653925669   -1325.76546140799   3586.13462599184    9.74079540988063   5046   5046.05638668075
8   0.000339697729602879   -1333.19495829706   3593.56009455385    9.74071925997424   5046   5046.02669374613
9   0.000109193073685059   -1341.14427063552   3601.5059620292    9.74063969303995   5046   5046.00460533466
10   5.58599453529973e-05   -1345.17619649748   3605.53872051242    9.74059980564561   5046   5045.99555097893
11   5.9782307730769e-05   -1345.92400178249   3606.28708218662    9.74059258335298   5046   5045.99510226039
12   3.63707291170348e-05   -1345.25784776667   3605.62004868312    9.74059928826668   5046   5045.99747888404
13   1.30214729889822e-05   -1344.47692314788   3604.83929200234    9.74060705337491   5046   5045.99945115063
14   4.36982723456679e-06   -1344.04415509823   3604.40609820664    9.74061131902547   5046   5046.00036685233
15   4.75029365276601e-06   -1343.94949679432   3604.31194123025    9.74061228062149   5046   5046.00026723928
16   7.4112297574443e-07   -1344.08023635139   3604.44268223504    9.74061093163018   5046   5046.00012046354
