# 0 2
1 1 0 1 1 0 0 0 0 0 0 0 (0.239553,-4.16249e-20)
1 1 0 0 0 0 0 0 0 1 1 0 (0.239553,-3.11507e-20)
0 0 0 1 1 0 1 1 0 0 0 0 (0.239553,-1.07058e-19)
0 0 0 0 0 0 1 1 0 1 1 0 (0.239553,-1.34731e-19)

# 0 3
1 1 1 1 1 1 0 0 0 0 0 0 (0.0329919,-1.32974e-20)
1 1 1 0 0 0 0 0 0 1 1 1 (0.0329919,-1.59775e-20)
0 0 0 1 1 1 1 1 1 0 0 0 (0.0329919,-1.04956e-20)
0 0 0 0 0 0 1 1 1 1 1 1 (0.0329919,-4.11166e-22)

# 1 2
1 1 0 0 0 1 0 0 1 1 1 0 (0.0328727,-9.66841e-21)
1 1 0 1 1 0 0 0 1 0 0 1 (0.0328727,-3.82455e-20)
0 0 1 1 1 0 1 1 0 0 0 1 (0.0328727,-1.93952e-21)
0 0 1 0 0 1 1 1 0 1 1 0 (0.0328727,2.38681e-20)

# 1 3
1 1 1 1 1 1 0 0 1 0 0 1 (0.00480164,1.09958e-21)
1 1 1 0 0 1 0 0 1 1 1 1 (0.00480164,-1.61967e-21)
0 0 1 1 1 1 1 1 1 0 0 1 (0.00480164,4.55732e-21)
0 0 1 0 0 1 1 1 1 1 1 1 (0.00480164,3.99112e-21)




2  2  0  0      (0.0190924,4.29728e-21)
0  0  2  2      (0.0190924,4.95103e-21)
0  2  2  0      (0.0190924,-4.00003e-07)
2  0  0  2      (0.0190924,4.00003e-07)
3  3  0  0      (0.0773246,3.82999e-21)
0  0  3  3      (0.0773246,1.83938e-20)
0  3  3  0      (0.0773246,5.13667e-08)
3  0  0  3      (0.0773246,-5.13667e-08)
1  1  2  2      (0.0773447,1.57006e-20)
2  2  1  1      (0.0773447,1.84203e-21)
1  2  2  1      (0.0773447,2.95721e-08)
2  1  1  2      (0.0773447,-2.95721e-08)
3  3  1  1      (0.136549,-2.01988e-20)
1  1  3  3      (0.136549,-4.97929e-20)
1  3  3  1      (0.136549,2.88087e-07)
3  1  1  3      (0.136549,-2.88087e-07)


# 02
1 1 0 1 1 0 0 0 0 0 0 0 (0.0190922,-4.92085e-21)
1 1 0 0 0 0 0 0 0 1 1 0 (0.0190922,-2.59914e-21)
0 0 0 1 1 0 1 1 0 0 0 0 (0.0190922,-1.22958e-20)
0 0 0 0 0 0 1 1 0 1 1 0 (0.0190922,-1.09366e-20)


#0 3
1 1 1 1 1 1 0 0 0 0 0 0 (0.0773248,-3.49564e-20)
1 1 1 0 0 0 0 0 0 1 1 1 (0.0773248,-2.34023e-21)
0 0 0 1 1 1 1 1 1 0 0 0 (0.0773248,-4.20358e-20)
0 0 0 0 0 0 1 1 1 1 1 1 (0.0773248,3.60484e-20)


# 1 2
1 1 0 1 1 0 0 0 1 0 0 1 (0.0773448,-3.28411e-20)
1 1 0 0 0 1 0 0 1 1 1 0 (0.0773448,-1.29231e-20)
0 0 1 1 1 0 1 1 0 0 0 1 (0.0773448,1.0438e-20)
0 0 1 0 0 1 1 1 0 1 1 0 (0.0773448,2.9615e-20)


# 13
1 1 1 1 1 1 0 0 1 0 0 1 (0.136549,8.04955e-20)
1 1 1 0 0 1 0 0 1 1 1 1 (0.136549,-1.15094e-21)
0 0 1 1 1 1 1 1 1 0 0 1 (0.136549,5.23479e-20)
0 0 1 0 0 1 1 1 1 1 1 1 (0.136549,-1.42832e-21)

