# iter   OP_error_   E_class   E_quant    mu_   Total_Particles   OPs_.total_Den
0   1.5509387726277   6007.428   8449.67146690887    134.603886509739   148   144
1   0.417725549929442   643.084379431701   11770.5326659949    131.742008625393   148   147.19999999988
2   0.141419768250223   -406.452251399284   12676.5759611017    129.154420000125   148   148.03179976183
3   0.0165400555168949   -517.815938878571   12777.4445696739    128.706441652938   148   148.008598034616
4   0.01546628637123   -520.802293696955   12780.3977150145    128.774906453543   148   147.99814173464
5   0.00634944175520138   -529.923366414398   12789.4096075485    128.72797534202   148   147.999130766722
6   0.00185376410496498   -535.842585048904   12795.3054544219    128.699428575789   148   148.000036162094
7   0.00180569091997729   -535.798887396588   12795.2597030293    128.69195619855   148   147.999942964786
8   0.00177718864456933   -535.805456743013   12795.2642781316    128.693756726997   148   147.999935738676
9   0.0017516330656157   -535.811682649923   12795.2685790321    128.686327748845   148   147.999934608927
10   0.00172729211876294   -535.819574931671   12795.27460165    128.688075589886   148   147.999935616814
11   0.00170368596377629   -535.827402115902   12795.2806111111    128.680596361216   148   147.99993686866
12   0.00168057737290194   -535.835054994117   12795.2864956206    128.682294187232   148   147.999938132727
13   0.00165786050644669   -535.842520698352   12795.2922404918    128.683968227962   148   147.999939367477
14   0.00163548599212621   -535.849812952294   12795.2978579599    128.676416991181   148   147.999940571264
15   0.00161342975582839   -535.856942925719   12795.303357871    128.678044793714   148   147.99994174632
16   0.00159167891574184   -535.863918371405   12795.3087467442    128.670447864337   148   147.99994289448
17   0.00157022555558774   -535.870744854315   12795.3140289667    128.672030907062   148   147.999944016976
18   0.00154906397580886   -535.877426767714   12795.3192077959    128.673592116428   148   147.999945114694
19   0.0015281894829328   -535.883967892305   12795.324285911    128.665929228154   148   147.999946188342
20   0.00150759785623162   -535.890371676289   12795.3292656899    128.667447591475   148   147.999947238546
21   0.00148728511243418   -535.896641370712   12795.3341493429    128.668945040554   148   147.999948265885
22   0.00146724740162049   -535.902780094402   12795.3389389761    128.661218973192   148   147.999949270909
23   0.00144748096089745   -535.908790865477   12795.3436366218    128.662675371414   148   147.999950254149
24   0.00142798209356642   -535.914676617064   12795.3482442539    128.664111729854   148   147.999951216121
25   0.00133969643051453   -536.29219815497   12795.7243124549    128.656740901301   148   147.999996715421
26   0.00132089312840554   -536.326880515927   12795.7577492128    128.65815332892   148   148.000019469542
27   0.00130289555007498   -536.328263263067   12795.7579372013    128.650339897851   148   148.000019801965
28   0.0012842068112347   -536.360435685704   12795.7889195057    128.651891840852   148   148.000004496424
29   0.00126642851478445   -536.360974934154   12795.788309164    128.653299343559   148   148.000000816936
30   0.00124882655995757   -536.361714242889   12795.7879295895    128.645465291265   148   148.000000163387
31   0.00123144042270351   -536.361620122084   12795.7867475424    128.646810485525   148   148.000000032678
32   0.00121428921948267   -536.361138389256   12795.785207975    128.648135421585   148   148.000000006535
33   0.00119737524967521   -536.360450561576   12795.7834915709    128.640237197968   148   148.000000001307
34   0.00118069653361742   -536.359646888247   12795.7816877695    128.641524258688   148   148.000000000261
35   0.00116425012579415   -536.358775537774   12795.7798439522    128.642792973566   148   148.000000000052
36   0.00114803288702057   -536.357862734151   12795.7779855776    128.634839310044   148   148.00000000001
37   0.0011320416622473   -536.356922904102   12795.7761263283    128.636072060642   148   148.000000000002
38   0.00111627332261535   -536.35596411979   12795.7742735529    128.637287265741   148   148
39   0.00110072477600911   -536.354991039816   12795.7724312064    128.638485180273   148   148
40   0.00108539296991568   -536.354006490418   12795.770601431    128.630461401998   148   148
41   0.00107027489220275   -536.353012310997   12795.7687854008    128.631625401699   148   148
42   0.00105536757119854   -536.352009804662   12795.7669837724    128.63277285414   148   148
43   0.00104066807549359   -536.35099997793   12795.7651969231    128.633903999325   148   148
44   0.00102617351360236   -536.349983668263   12795.7634250792    128.625814094317   148   148
45   0.00101188103354728   -536.348961612023   12795.7616683823    128.626913252051   148   148
