#row col OParams_[row][col]
6  6
0              0               (0.0155906,0)
4              4               (0.0155907,0)
1              1               (0.984404,0)
5              5               (0.984404,0)
2              2               (0.0155393,0)
6              6               (0.0155392,0)
3              3               (0.984466,0)
7              7               (0.984466,0)
0              4               (-1.31746e-08,-9.24005e-09)
0              1               (0.00812394,8.90547e-09)
0              5               (1.78416e-08,5.38298e-08)
0              2               (-8.50568e-09,-8.83185e-09)
0              6               (6.49051e-09,-1.86917e-08)
0              3               (0.0517898,-3.3949e-08)
0              7               (1.86401e-07,-8.70362e-08)
0            241               (0.0985435,-7.88073e-08)
0            245               (-1.82806e-07,3.13011e-09)
0            243               (-5.583e-08,-7.95578e-08)
0            247               (-1.43507e-07,1.77784e-07)
0            249               (0.00812398,6.57963e-09)
0            253               (5.874e-08,-2.73208e-08)
0            251               (-0.0517899,-4.03518e-08)
0            255               (-8.13114e-08,-8.37631e-08)
4              5               (0.00812405,4.88982e-08)
4              6               (-9.63474e-09,6.2725e-09)
4              7               (0.05179,6.45695e-09)
4            245               (0.0985436,1.2703e-07)
4            247               (1.10188e-07,9.86725e-08)
4            253               (0.00812396,-3.6482e-09)
4            255               (-0.05179,2.31758e-08)
1              4               (3.18288e-08,-1.62588e-08)
1              5               (7.84926e-09,-6.92562e-09)
1              2               (0.0518132,5.14638e-09)
1              6               (1.42436e-07,1.08892e-07)
1              3               (6.59444e-09,-2.44334e-09)
1              7               (7.59521e-09,-2.65354e-08)
1             52               (-1.63639e-07,-5.81645e-08)
1             50               (-2.60257e-08,-1.61352e-09)
1             54               (-5.04238e-08,-6.12332e-08)
1             92               (3.71457e-08,-2.66414e-09)
1             90               (-0.0518131,6.9667e-08)
1             94               (-1.14758e-07,2.88846e-08)
5              6               (0.0518132,3.23309e-08)
5              7               (-3.42756e-09,2.4233e-10)
5             54               (4.46931e-09,-3.16653e-08)
5             94               (-0.0518132,-5.27822e-08)
2              4               (4.38754e-09,-2.63388e-10)
2              5               (1.16212e-07,1.116e-07)
2              6               (2.7926e-08,2.65434e-08)
2              3               (0.068269,6.81733e-08)
2              7               (2.96807e-08,1.84251e-08)
2            245               (-5.11765e-08,-6.25565e-10)
2            243               (-0.0216006,-2.81606e-10)
2            247               (6.89703e-08,5.79244e-09)
2            253               (-1.11471e-07,-3.94507e-08)
2            251               (0.0682691,-4.21181e-08)
2            255               (-3.45886e-08,3.04427e-08)
6              7               (0.0682688,-3.76192e-08)
6            247               (-0.0216005,-1.8959e-08)
6            255               (0.068269,9.2054e-08)
3              4               (9.31276e-08,-1.9172e-08)
3              5               (4.80102e-09,-1.50793e-08)
3              6               (6.26733e-08,5.86704e-08)
3              7               (-2.26006e-08,-1.03775e-08)
3             52               (-7.48389e-08,7.1881e-08)
3             54               (4.23712e-08,1.04683e-09)
3             92               (-2.47349e-08,4.83021e-08)
3             94               (6.08622e-09,9.41368e-08)
