#k1  k2  Akw_up(w_target)    Akw_dn(w_target)
4  8  0.0105768  0.0179612
4  9  0.0104194  0.0216593
4  10  0.0102558  0.0270235
4  11  0.0100893  0.0350998
4  12  0.00992283  0.047879
4  13  0.00975921  0.0694943
4  14  0.00960116  0.109587
4  15  0.00945111  0.194709
4  16  0.00931126  0.419426
4  17  0.00918354  1.32213
4  18  0.00906963  13.5563
4  19  0.00897094  9.07228
4  20  0.00888865  1.62995
4  21  0.00882371  0.751932
4  22  0.00877682  0.4928
4  23  0.00874848  0.395582
4  24  0.00873901  0.369309
4  25  0.00874848  0.395582
4  26  0.00877682  0.4928
4  27  0.00882371  0.751932
4  28  0.00888865  1.62995
4  29  0.00897094  9.07228
4  30  0.00906963  13.5563
4  31  0.00918354  1.32213
4  32  0.00931126  0.419426
4  33  0.00945111  0.194709
4  34  0.00960116  0.109587
4  35  0.00975921  0.0694943
4  36  0.00992283  0.047879
4  37  0.0100893  0.0350998
4  38  0.0102558  0.0270235
4  39  0.0104194  0.0216593
4  40  0.0105768  0.0179612
4  41  0.010725  0.0153414
4  42  0.0108609  0.0134519
4  43  0.0109816  0.0120784
4  44  0.0110844  0.0110844
4  45  0.011167  0.0103821
4  46  0.0112274  0.00991463
4  47  0.0112642  0.00964691
4  48  0.0112766  0.00955971

5  0  0.0123079  0.00948432
5  1  0.0122931  0.00957004
5  2  0.0122491  0.00983316
5  3  0.0121769  0.0102923
5  4  0.0120784  0.0109816
5  5  0.0119559  0.0119559
5  6  0.0118123  0.0133
5  7  0.0116509  0.0151447
5  8  0.0114752  0.0176954
5  9  0.011289  0.0212826
5  10  0.0110961  0.0264606
5  11  0.0109  0.0342064
5  12  0.0107045  0.046356
5  13  0.0105129  0.0666551
5  14  0.0103281  0.103632
5  15  0.0101532  0.179926
5  16  0.00999046  0.371412
5  17  0.00984215  1.05998
5  18  0.00971012  7.28431
5  19  0.00959592  18.6048
5  20  0.00950083  2.23712
5  21  0.00942586  0.934857
5  22  0.00937178  0.589149
5  23  0.00933912  0.464879
5  24  0.0093282  0.431852
5  25  0.00933912  0.464879
5  26  0.00937178  0.589149
5  27  0.00942586  0.934857
5  28  0.00950083  2.23712
5  29  0.00959592  18.6048
5  30  0.00971012  7.28431
5  31  0.00984215  1.05998
5  32  0.00999046  0.371412
5  33  0.0101532  0.179926
5  34  0.0103281  0.103632
5  35  0.0105129  0.0666551
5  36  0.0107045  0.046356
5  37  0.0109  0.0342064
5  38  0.0110961  0.0264606
5  39  0.011289  0.0212826
5  40  0.0114752  0.0176954
5  41  0.0116509  0.0151447
5  42  0.0118123  0.0133
5  43  0.0119559  0.0119559
5  44  0.0120784  0.0109816
5  45  0.0121769  0.0102923
5  46  0.0122491  0.00983316
5  47  0.0122931  0.00957004
5  48  0.0123079  0.00948432

6  0  0.0137375  0.00939557
6  1  0.013719  0.00947958
6  2  0.0136642  0.00973734
6  3  0.0135744  0.0101868
6  4  0.0134519  0.0108609
6  5  0.0132999  0.0118123
6  6  0.0131221  0.0131222
6  7  0.0129228  0.0149154
6  8  0.0127064  0.0173864
6  9  0.0124777  0.0208465
6  10  0.0122414  0.0258129
6  11  0.0120021  0.0331868
6  12  0.0117641  0.0446364
6  13  0.0115316  0.0634984
6  14  0.0113082  0.0971599
6  15  0.0110972  0.164439
6  16  0.0109015  0.324326
6  17  0.0107237  0.838179
6  18  0.0105657  4.11677
6  19  0.0104293  51.2968
6  20  0.010316  3.51519
6  21  0.0102267  1.25325
6  22  0.0101624  0.745094
6  23  0.0101236  0.573578
6  24  0.0101107  0.529076
6  25  0.0101236  0.573578
6  26  0.0101624  0.745094
6  27  0.0102267  1.25325
6  28  0.010316  3.51519
6  29  0.0104293  51.2968
6  30  0.0105657  4.11677
6  31  0.0107237  0.838179
6  32  0.0109015  0.324326
6  33  0.0110972  0.164439
6  34  0.0113082  0.0971599
6  35  0.0115316  0.0634984
6  36  0.0117641  0.0446364
6  37  0.0120021  0.0331868
6  38  0.0122414  0.0258129
6  39  0.0124777  0.0208465
6  40  0.0127064  0.0173864
6  41  0.0129228  0.0149154
6  42  0.0131221  0.0131222
6  43  0.0132999  0.0118123
6  44  0.0134519  0.0108609
6  45  0.0135744  0.0101868
6  46  0.0136642  0.00973734
6  47  0.013719  0.00947958
6  48  0.0137375  0.00939557

7  0  0.015712  0.00929535
7  1  0.015688  0.00937744
7  2  0.0156167  0.0096292
7  3  0.0155001  0.0100679
7  4  0.0153413  0.010725
7  5  0.0151447  0.0116509
